new_seg_id,seg_id,deb,clip,st_frm,st_sec,fid,ed_vote,change,side,fold,dur_sec
461,454,141206,56,303,151.5,3,0.6,0.4,0,5,213
462,455,141206,56,334,167,3,0.6,0.4,0,5,213
463,456,141206,56,361,180.5,3,0.6,0.4,0,5,213
464,457,141206,56,396,198,3,0.6,0.4,0,5,213
465,458,141206,57,3,1.5,4,0.79,0.39,1,5,334
466,459,141206,57,31,15.5,4,0.79,0.39,1,5,334
467,460,141206,57,61,30.5,4,0.79,0.39,1,5,334
468,461,141206,57,90,45,4,0.79,0.39,1,5,334
469,462,141206,57,117,58.5,4,0.79,0.39,1,5,334
470,463,141206,57,149,74.5,4,0.79,0.39,1,5,334
471,464,141206,57,173,86.5,4,0.79,0.39,1,5,334
472,465,141206,57,202,101,4,0.79,0.39,1,5,334
473,466,141206,57,229,114.5,4,0.79,0.39,1,5,334
474,467,141206,57,257,128.5,4,0.79,0.39,1,5,334
475,468,141206,57,286,143,4,0.79,0.39,1,5,334
476,469,141206,57,315,157.5,4,0.79,0.39,1,5,334
477,470,141206,57,344,172,4,0.79,0.39,1,5,334
478,471,141206,57,375,187.5,4,0.79,0.39,1,5,334
479,472,141206,57,404,202,4,0.79,0.39,1,5,334
480,473,141206,57,433,216.5,4,0.79,0.39,1,5,334
481,474,141206,57,467,233.5,4,0.79,0.39,1,5,334
482,475,141206,57,497,248.5,4,0.79,0.39,1,5,334
483,476,141206,57,522,261,4,0.79,0.39,1,5,334
484,477,141206,57,551,275.5,4,0.79,0.39,1,5,334
485,478,141206,57,582,291,4,0.79,0.39,1,5,334
486,479,141206,57,615,307.5,4,0.79,0.39,1,5,334
487,2260,141206,57,645,322.5,4,0.79,0.39,1,5,334
488,480,141206,58,11,5.5,5,0.31,0.1,0,5,63
489,481,141206,58,44,22,5,0.31,0.1,0,5,63
490,482,141206,58,71,35.5,5,0.31,0.1,0,5,63
491,2261,141206,58,101,50.5,5,0.31,0.1,0,5,63
492,483,141206,59,11,5.5,6,0.77,0.08,1,5,150
493,484,141206,59,42,21,6,0.77,0.08,1,5,150
494,485,141206,59,73,36.5,6,0.77,0.08,1,5,150
495,486,141206,59,108,54,6,0.77,0.08,1,5,150
496,487,141206,59,145,72.5,6,0.77,0.08,1,5,150
497,488,141206,59,175,87.5,6,0.77,0.08,1,5,150
498,489,141206,59,205,102.5,6,0.77,0.08,1,5,150
499,490,141206,59,237,118.5,6,0.77,0.08,1,5,150
500,2262,141206,59,279,139.5,6,0.77,0.08,1,5,150
501,491,141206,60,6,3,7,0.54,0.31,0,5,66
502,492,141206,60,38,19,7,0.54,0.31,0,5,66
503,493,141206,60,66,33,7,0.54,0.31,0,5,66
504,494,141206,60,94,47,7,0.54,0.31,0,5,66
505,30,160304,62,3,1.5,0,0.56,0.22,0,2,133
506,495,160304,62,41,20.5,0,0.56,0.22,0,2,133
507,496,160304,62,68,34,0,0.56,0.22,0,2,133
508,497,160304,62,100,50,0,0.56,0.22,0,2,133
509,498,160304,62,132,66,0,0.56,0.22,0,2,133
510,499,160304,62,163,81.5,0,0.56,0.22,0,2,133
511,500,160304,62,199,99.5,0,0.56,0.22,0,2,133
512,501,160304,62,230,115,0,0.56,0.22,0,2,133
513,2263,160304,62,262,131,0,0.56,0.22,0,2,133
514,502,160304,63,21,10.5,1,0.86,0.42,1,2,245
515,504,160304,63,81,40.5,1,0.86,0.42,1,2,245
516,505,160304,63,110,55,1,0.86,0.42,1,2,245
517,506,160304,63,147,73.5,1,0.86,0.42,1,2,245
518,508,160304,63,211,105.5,1,0.86,0.42,1,2,245
519,509,160304,63,237,118.5,1,0.86,0.42,1,2,245
520,510,160304,63,266,133,1,0.86,0.42,1,2,245
521,511,160304,63,292,146,1,0.86,0.42,1,2,245
522,513,160304,63,345,172.5,1,0.86,0.42,1,2,245
523,514,160304,63,377,188.5,1,0.86,0.42,1,2,245
524,515,160304,63,407,203.5,1,0.86,0.42,1,2,245
525,516,160304,63,444,222,1,0.86,0.42,1,2,245
526,2265,160304,63,475,237.5,1,0.86,0.42,1,2,245
527,517,160304,64,19,9.5,2,0.75,0.61,0,2,203
528,518,160304,64,52,26,2,0.75,0.61,0,2,203
529,519,160304,64,83,41.5,2,0.75,0.61,0,2,203
530,520,160304,64,111,55.5,2,0.75,0.61,0,2,203
531,521,160304,64,141,70.5,2,0.75,0.61,0,2,203
532,522,160304,64,171,85.5,2,0.75,0.61,0,2,203
533,523,160304,64,201,100.5,2,0.75,0.61,0,2,203
534,524,160304,64,231,115.5,2,0.75,0.61,0,2,203
535,525,160304,64,257,128.5,2,0.75,0.61,0,2,203
536,526,160304,64,289,144.5,2,0.75,0.61,0,2,203
537,527,160304,64,315,157.5,2,0.75,0.61,0,2,203
538,528,160304,64,348,174,2,0.75,0.61,0,2,203
539,2267,160304,64,383,191.5,2,0.75,0.61,0,2,203
540,529,160304,65,6,3,3,0.76,0.51,1,2,224
541,530,160304,65,30,15,3,0.76,0.51,1,2,224
542,531,160304,65,58,29,3,0.76,0.51,1,2,224
543,532,160304,65,88,44,3,0.76,0.51,1,2,224
544,533,160304,65,117,58.5,3,0.76,0.51,1,2,224
545,534,160304,65,147,73.5,3,0.76,0.51,1,2,224
546,535,160304,65,182,91,3,0.76,0.51,1,2,224
547,536,160304,65,212,106,3,0.76,0.51,1,2,224
548,537,160304,65,246,123,3,0.76,0.51,1,2,224
549,538,160304,65,276,138,3,0.76,0.51,1,2,224
550,539,160304,65,311,155.5,3,0.76,0.51,1,2,224
551,540,160304,65,346,173,3,0.76,0.51,1,2,224
552,541,160304,65,379,189.5,3,0.76,0.51,1,2,224
553,542,160304,65,405,202.5,3,0.76,0.51,1,2,224
554,2268,160304,65,436,218,3,0.76,0.51,1,2,224
555,2269,160304,66,14,7,4,0.49,0.25,0,2,177
556,543,160304,66,20,10,4,0.49,0.25,0,2,177
557,544,160304,66,48,24,4,0.49,0.25,0,2,177
558,545,160304,66,81,40.5,4,0.49,0.25,0,2,177
559,546,160304,66,113,56.5,4,0.49,0.25,0,2,177
560,547,160304,66,143,71.5,4,0.49,0.25,0,2,177
561,548,160304,66,171,85.5,4,0.49,0.25,0,2,177
562,549,160304,66,203,101.5,4,0.49,0.25,0,2,177
563,550,160304,66,238,119,4,0.49,0.25,0,2,177
564,551,160304,66,274,137,4,0.49,0.25,0,2,177
565,552,160304,66,310,155,4,0.49,0.25,0,2,177
566,2270,160304,66,344,172,4,0.49,0.25,0,2,177
567,553,160304,67,24,12,5,0.8,0.29,1,2,405
568,554,160304,67,50,25,5,0.8,0.29,1,2,405
569,555,160304,67,73,36.5,5,0.8,0.29,1,2,405
570,556,160304,67,103,51.5,5,0.8,0.29,1,2,405
571,557,160304,67,130,65,5,0.8,0.29,1,2,405
572,558,160304,67,155,77.5,5,0.8,0.29,1,2,405
573,559,160304,67,183,91.5,5,0.8,0.29,1,2,405
574,560,160304,67,216,108,5,0.8,0.29,1,2,405
575,561,160304,67,243,121.5,5,0.8,0.29,1,2,405
576,562,160304,67,269,134.5,5,0.8,0.29,1,2,405
577,563,160304,67,299,149.5,5,0.8,0.29,1,2,405
578,564,160304,67,326,163,5,0.8,0.29,1,2,405
579,565,160304,67,357,178.5,5,0.8,0.29,1,2,405
580,566,160304,67,395,197.5,5,0.8,0.29,1,2,405
581,567,160304,67,423,211.5,5,0.8,0.29,1,2,405
582,568,160304,67,450,225,5,0.8,0.29,1,2,405
583,569,160304,67,476,238,5,0.8,0.29,1,2,405
584,571,160304,67,530,265,5,0.8,0.29,1,2,405
585,572,160304,67,558,279,5,0.8,0.29,1,2,405
586,573,160304,67,590,295,5,0.8,0.29,1,2,405
587,574,160304,67,621,310.5,5,0.8,0.29,1,2,405
588,575,160304,67,652,326,5,0.8,0.29,1,2,405
589,576,160304,67,686,343,5,0.8,0.29,1,2,405
590,577,160304,67,714,357,5,0.8,0.29,1,2,405
591,578,160304,67,745,372.5,5,0.8,0.29,1,2,405
592,579,160304,67,776,388,5,0.8,0.29,1,2,405
593,580,160304,68,25,12.5,6,0.66,0.46,0,2,325
594,581,160304,68,54,27,6,0.66,0.46,0,2,325
595,582,160304,68,83,41.5,6,0.66,0.46,0,2,325
596,583,160304,68,116,58,6,0.66,0.46,0,2,325
597,584,160304,68,149,74.5,6,0.66,0.46,0,2,325
598,585,160304,68,181,90.5,6,0.66,0.46,0,2,325
599,586,160304,68,215,107.5,6,0.66,0.46,0,2,325
600,587,160304,68,244,122,6,0.66,0.46,0,2,325
601,588,160304,68,275,137.5,6,0.66,0.46,0,2,325
602,589,160304,68,305,152.5,6,0.66,0.46,0,2,325
603,590,160304,68,336,168,6,0.66,0.46,0,2,325
604,591,160304,68,369,184.5,6,0.66,0.46,0,2,325
605,592,160304,68,399,199.5,6,0.66,0.46,0,2,325
606,593,160304,68,436,218,6,0.66,0.46,0,2,325
607,594,160304,68,468,234,6,0.66,0.46,0,2,325
608,595,160304,68,498,249,6,0.66,0.46,0,2,325
609,596,160304,68,526,263,6,0.66,0.46,0,2,325
610,597,160304,68,558,279,6,0.66,0.46,0,2,325
611,598,160304,68,594,297,6,0.66,0.46,0,2,325
612,599,160304,68,619,309.5,6,0.66,0.46,0,2,325
613,2274,160304,69,27,13.5,7,0.56,0.22,1,2,169
614,600,160304,69,33,16.5,7,0.56,0.22,1,2,169
615,601,160304,69,64,32,7,0.56,0.22,1,2,169
616,602,160304,69,91,45.5,7,0.56,0.22,1,2,169
617,603,160304,69,128,64,7,0.56,0.22,1,2,169
618,604,160304,69,160,80,7,0.56,0.22,1,2,169
619,605,160304,69,194,97,7,0.56,0.22,1,2,169
620,606,160304,69,226,113,7,0.56,0.22,1,2,169
621,607,160304,69,256,128,7,0.56,0.22,1,2,169
622,608,160304,69,285,142.5,7,0.56,0.22,1,2,169
623,2275,160304,69,322,161,7,0.56,0.22,1,2,169
624,2276,160304,70,11,5.5,8,0.55,0.11,0,2,98
625,609,160304,70,17,8.5,8,0.55,0.11,0,2,98
626,610,160304,70,49,24.5,8,0.55,0.11,0,2,98
627,611,160304,70,75,37.5,8,0.55,0.11,0,2,98
628,612,160304,70,107,53.5,8,0.55,0.11,0,2,98
629,613,160304,70,138,69,8,0.55,0.11,0,2,98
630,614,160304,70,167,83.5,8,0.55,0.11,0,2,98
631,2277,160304,71,25,12.5,9,0.68,0.13,0,2,177
632,615,160304,71,31,15.5,9,0.68,0.13,0,2,177
633,616,160304,71,61,30.5,9,0.68,0.13,0,2,177
634,617,160304,71,87,43.5,9,0.68,0.13,0,2,177
635,618,160304,71,123,61.5,9,0.68,0.13,0,2,177
636,619,160304,71,154,77,9,0.68,0.13,0,2,177
637,620,160304,71,186,93,9,0.68,0.13,0,2,177
638,621,160304,71,215,107.5,9,0.68,0.13,0,2,177
639,622,160304,71,243,121.5,9,0.68,0.13,0,2,177
640,623,160304,71,271,135.5,9,0.68,0.13,0,2,177
641,624,160304,71,296,148,9,0.68,0.13,0,2,177
642,2278,160304,71,334,167,9,0.68,0.13,0,2,177
643,625,160304,72,8,4,10,0.6,0.28,1,2,198
644,626,160304,72,36,18,10,0.6,0.28,1,2,198
645,627,160304,72,64,32,10,0.6,0.28,1,2,198
646,628,160304,72,94,47,10,0.6,0.28,1,2,198
647,629,160304,72,122,61,10,0.6,0.28,1,2,198
648,630,160304,72,158,79,10,0.6,0.28,1,2,198
649,631,160304,72,187,93.5,10,0.6,0.28,1,2,198
650,632,160304,72,217,108.5,10,0.6,0.28,1,2,198
651,633,160304,72,240,120,10,0.6,0.28,1,2,198
652,634,160304,72,267,133.5,10,0.6,0.28,1,2,198
653,635,160304,72,297,148.5,10,0.6,0.28,1,2,198
654,636,160304,72,326,163,10,0.6,0.28,1,2,198
655,637,160304,72,351,175.5,10,0.6,0.28,1,2,198
656,638,160304,72,377,188.5,10,0.6,0.28,1,2,198
657,31,170331,74,2,1,0,0.65,0.03,0,0,302
658,639,170331,74,39,19.5,0,0.65,0.03,0,0,302
659,640,170331,74,67,33.5,0,0.65,0.03,0,0,302
660,641,170331,74,103,51.5,0,0.65,0.03,0,0,302
661,642,170331,74,139,69.5,0,0.65,0.03,0,0,302
662,643,170331,74,173,86.5,0,0.65,0.03,0,0,302
663,644,170331,74,208,104,0,0.65,0.03,0,0,302
664,645,170331,74,246,123,0,0.65,0.03,0,0,302
665,646,170331,74,275,137.5,0,0.65,0.03,0,0,302
666,647,170331,74,300,150,0,0.65,0.03,0,0,302
667,648,170331,74,328,164,0,0.65,0.03,0,0,302
668,649,170331,74,359,179.5,0,0.65,0.03,0,0,302
669,650,170331,74,394,197,0,0.65,0.03,0,0,302
670,651,170331,74,422,211,0,0.65,0.03,0,0,302
671,652,170331,74,452,226,0,0.65,0.03,0,0,302
672,653,170331,74,485,242.5,0,0.65,0.03,0,0,302
673,654,170331,74,517,258.5,0,0.65,0.03,0,0,302
674,655,170331,74,553,276.5,0,0.65,0.03,0,0,302
675,2279,170331,74,583,291.5,0,0.65,0.03,0,0,302
676,2280,170331,75,9,4.5,1,0.63,0.28,1,0,272
677,656,170331,75,13,6.5,1,0.63,0.28,1,0,272
678,657,170331,75,39,19.5,1,0.63,0.28,1,0,272
679,658,170331,75,70,35,1,0.63,0.28,1,0,272
680,659,170331,75,99,49.5,1,0.63,0.28,1,0,272
681,660,170331,75,125,62.5,1,0.63,0.28,1,0,272
682,661,170331,75,146,73,1,0.63,0.28,1,0,272
683,662,170331,75,173,86.5,1,0.63,0.28,1,0,272
684,663,170331,75,197,98.5,1,0.63,0.28,1,0,272
685,664,170331,75,227,113.5,1,0.63,0.28,1,0,272
686,665,170331,75,260,130,1,0.63,0.28,1,0,272
687,666,170331,75,286,143,1,0.63,0.28,1,0,272
688,667,170331,75,310,155,1,0.63,0.28,1,0,272
689,668,170331,75,339,169.5,1,0.63,0.28,1,0,272
690,669,170331,75,364,182,1,0.63,0.28,1,0,272
691,670,170331,75,392,196,1,0.63,0.28,1,0,272
692,671,170331,75,419,209.5,1,0.63,0.28,1,0,272
693,672,170331,75,450,225,1,0.63,0.28,1,0,272
694,673,170331,75,474,237,1,0.63,0.28,1,0,272
695,674,170331,75,505,252.5,1,0.63,0.28,1,0,272
696,2281,170331,75,533,266.5,1,0.63,0.28,1,0,272
697,2282,170331,76,21,10.5,2,0.65,0.28,0,0,278
698,675,170331,76,25,12.5,2,0.65,0.28,0,0,278
699,676,170331,76,60,30,2,0.65,0.28,0,0,278
700,677,170331,76,86,43,2,0.65,0.28,0,0,278
701,678,170331,76,121,60.5,2,0.65,0.28,0,0,278
702,679,170331,76,148,74,2,0.65,0.28,0,0,278
703,680,170331,76,176,88,2,0.65,0.28,0,0,278
704,681,170331,76,208,104,2,0.65,0.28,0,0,278
705,682,170331,76,242,121,2,0.65,0.28,0,0,278
706,683,170331,76,274,137,2,0.65,0.28,0,0,278
707,684,170331,76,312,156,2,0.65,0.28,0,0,278
708,685,170331,76,340,170,2,0.65,0.28,0,0,278
709,686,170331,76,370,185,2,0.65,0.28,0,0,278
710,687,170331,76,398,199,2,0.65,0.28,0,0,278
711,688,170331,76,427,213.5,2,0.65,0.28,0,0,278
712,689,170331,76,452,226,2,0.65,0.28,0,0,278
713,690,170331,76,483,241.5,2,0.65,0.28,0,0,278
714,691,170331,76,509,254.5,2,0.65,0.28,0,0,278
715,2283,170331,76,545,272.5,2,0.65,0.28,0,0,278
716,2284,170331,77,12,6,3,0.55,0.2,1,0,482
717,692,170331,77,19,9.5,3,0.55,0.2,1,0,482
718,693,170331,77,50,25,3,0.55,0.2,1,0,482
719,694,170331,77,80,40,3,0.55,0.2,1,0,482
720,695,170331,77,110,55,3,0.55,0.2,1,0,482
721,696,170331,77,142,71,3,0.55,0.2,1,0,482
722,697,170331,77,175,87.5,3,0.55,0.2,1,0,482
723,698,170331,77,210,105,3,0.55,0.2,1,0,482
724,699,170331,77,237,118.5,3,0.55,0.2,1,0,482
725,700,170331,77,265,132.5,3,0.55,0.2,1,0,482
726,701,170331,77,293,146.5,3,0.55,0.2,1,0,482
727,702,170331,77,322,161,3,0.55,0.2,1,0,482
728,703,170331,77,350,175,3,0.55,0.2,1,0,482
729,704,170331,77,377,188.5,3,0.55,0.2,1,0,482
730,705,170331,77,405,202.5,3,0.55,0.2,1,0,482
731,706,170331,77,437,218.5,3,0.55,0.2,1,0,482
732,707,170331,77,469,234.5,3,0.55,0.2,1,0,482
733,708,170331,77,500,250,3,0.55,0.2,1,0,482
734,709,170331,77,525,262.5,3,0.55,0.2,1,0,482
735,710,170331,77,557,278.5,3,0.55,0.2,1,0,482
736,711,170331,77,582,291,3,0.55,0.2,1,0,482
737,712,170331,77,614,307,3,0.55,0.2,1,0,482
738,713,170331,77,653,326.5,3,0.55,0.2,1,0,482
739,714,170331,77,683,341.5,3,0.55,0.2,1,0,482
740,715,170331,77,711,355.5,3,0.55,0.2,1,0,482
741,716,170331,77,743,371.5,3,0.55,0.2,1,0,482
742,717,170331,77,767,383.5,3,0.55,0.2,1,0,482
743,718,170331,77,790,395,3,0.55,0.2,1,0,482
744,719,170331,77,822,411,3,0.55,0.2,1,0,482
745,720,170331,77,849,424.5,3,0.55,0.2,1,0,482
746,721,170331,77,870,435,3,0.55,0.2,1,0,482
747,722,170331,77,901,450.5,3,0.55,0.2,1,0,482
748,723,170331,77,934,467,3,0.55,0.2,1,0,482
749,724,170331,78,4,2,4,0.65,0.2,0,0,314
750,725,170331,78,33,16.5,4,0.65,0.2,0,0,314
751,726,170331,78,63,31.5,4,0.65,0.2,0,0,314
752,727,170331,78,90,45,4,0.65,0.2,0,0,314
753,728,170331,78,124,62,4,0.65,0.2,0,0,314
754,729,170331,78,163,81.5,4,0.65,0.2,0,0,314
755,730,170331,78,194,97,4,0.65,0.2,0,0,314
756,731,170331,78,230,115,4,0.65,0.2,0,0,314
757,732,170331,78,262,131,4,0.65,0.2,0,0,314
758,733,170331,78,294,147,4,0.65,0.2,0,0,314
759,734,170331,78,322,161,4,0.65,0.2,0,0,314
760,735,170331,78,355,177.5,4,0.65,0.2,0,0,314
761,736,170331,78,387,193.5,4,0.65,0.2,0,0,314
762,737,170331,78,423,211.5,4,0.65,0.2,0,0,314
763,738,170331,78,459,229.5,4,0.65,0.2,0,0,314
764,739,170331,78,501,250.5,4,0.65,0.2,0,0,314
765,740,170331,78,540,270,4,0.65,0.2,0,0,314
766,741,170331,78,567,283.5,4,0.65,0.2,0,0,314
767,2285,170331,78,597,298.5,4,0.65,0.2,0,0,314
768,742,170331,79,5,2.5,5,0.42,0.07,1,0,170
769,743,170331,79,34,17,5,0.42,0.07,1,0,170
770,744,170331,79,64,32,5,0.42,0.07,1,0,170
771,745,170331,79,100,50,5,0.42,0.07,1,0,170
772,746,170331,79,130,65,5,0.42,0.07,1,0,170
773,747,170331,79,161,80.5,5,0.42,0.07,1,0,170
774,748,170331,79,194,97,5,0.42,0.07,1,0,170
775,749,170331,79,224,112,5,0.42,0.07,1,0,170
776,750,170331,79,252,126,5,0.42,0.07,1,0,170
777,751,170331,79,284,142,5,0.42,0.07,1,0,170
778,2286,170331,79,313,156.5,5,0.42,0.07,1,0,170
779,752,170331,80,8,4,6,0.57,-0.01,0,0,67
780,753,170331,80,39,19.5,6,0.57,-0.01,0,0,67
781,754,170331,80,71,35.5,6,0.57,-0.01,0,0,67
782,755,170331,80,107,53.5,6,0.57,-0.01,0,0,67
783,756,170331,81,3,1.5,7,0.47,0.04,1,0,194
784,757,170331,81,32,16,7,0.47,0.04,1,0,194
785,758,170331,81,61,30.5,7,0.47,0.04,1,0,194
786,759,170331,81,91,45.5,7,0.47,0.04,1,0,194
787,760,170331,81,120,60,7,0.47,0.04,1,0,194
788,761,170331,81,150,75,7,0.47,0.04,1,0,194
789,762,170331,81,182,91,7,0.47,0.04,1,0,194
790,763,170331,81,209,104.5,7,0.47,0.04,1,0,194
791,764,170331,81,241,120.5,7,0.47,0.04,1,0,194
792,765,170331,81,271,135.5,7,0.47,0.04,1,0,194
793,766,170331,81,299,149.5,7,0.47,0.04,1,0,194
794,767,170331,81,327,163.5,7,0.47,0.04,1,0,194
795,768,170331,81,361,180.5,7,0.47,0.04,1,0,194
796,769,170331,82,3,1.5,8,0.68,0.15,0,0,266
797,770,170331,82,40,20,8,0.68,0.15,0,0,266
798,771,170331,82,73,36.5,8,0.68,0.15,0,0,266
799,772,170331,82,100,50,8,0.68,0.15,0,0,266
800,773,170331,82,126,63,8,0.68,0.15,0,0,266
801,774,170331,82,155,77.5,8,0.68,0.15,0,0,266
802,775,170331,82,178,89,8,0.68,0.15,0,0,266
803,776,170331,82,209,104.5,8,0.68,0.15,0,0,266
804,777,170331,82,238,119,8,0.68,0.15,0,0,266
805,778,170331,82,264,132,8,0.68,0.15,0,0,266
806,779,170331,82,293,146.5,8,0.68,0.15,0,0,266
807,780,170331,82,319,159.5,8,0.68,0.15,0,0,266
808,781,170331,82,353,176.5,8,0.68,0.15,0,0,266
809,782,170331,82,382,191,8,0.68,0.15,0,0,266
810,783,170331,82,407,203.5,8,0.68,0.15,0,0,266
811,784,170331,82,433,216.5,8,0.68,0.15,0,0,266
812,785,170331,82,462,231,8,0.68,0.15,0,0,266
813,786,170331,82,488,244,8,0.68,0.15,0,0,266
814,2287,170331,82,519,259.5,8,0.68,0.15,0,0,266
815,787,170331,83,18,9,9,0.36,0.04,1,0,112
816,788,170331,83,48,24,9,0.36,0.04,1,0,112
817,789,170331,83,79,39.5,9,0.36,0.04,1,0,112
818,790,170331,83,109,54.5,9,0.36,0.04,1,0,112
819,791,170331,83,141,70.5,9,0.36,0.04,1,0,112
820,792,170331,83,176,88,9,0.36,0.04,1,0,112
821,2289,170331,83,208,104,9,0.36,0.04,1,0,112
822,793,170331,84,11,5.5,10,0.42,0.06,1,0,69
823,794,170331,84,41,20.5,10,0.42,0.06,1,0,69
824,795,170331,84,68,34,10,0.42,0.06,1,0,69
825,796,170331,84,95,47.5,10,0.42,0.06,1,0,69
826,797,170331,84,123,61.5,10,0.42,0.06,1,0,69
827,32,150717,86,3,1.5,0,0.73,0.27,1,3,177
828,798,150717,86,34,17,0,0.73,0.27,1,3,177
829,799,150717,86,64,32,0,0.73,0.27,1,3,177
830,800,150717,86,87,43.5,0,0.73,0.27,1,3,177
831,801,150717,86,112,56,0,0.73,0.27,1,3,177
832,802,150717,86,140,70,0,0.73,0.27,1,3,177
833,803,150717,86,173,86.5,0,0.73,0.27,1,3,177
834,804,150717,86,197,98.5,0,0.73,0.27,1,3,177
835,805,150717,86,226,113,0,0.73,0.27,1,3,177
836,806,150717,86,256,128,0,0.73,0.27,1,3,177
837,807,150717,86,287,143.5,0,0.73,0.27,1,3,177
838,808,150717,86,319,159.5,0,0.73,0.27,1,3,177
839,809,150717,87,2,1,1,0.41,0.14,0,3,205
840,810,150717,87,35,17.5,1,0.41,0.14,0,3,205
841,811,150717,87,58,29,1,0.41,0.14,0,3,205
842,812,150717,87,93,46.5,1,0.41,0.14,0,3,205
843,813,150717,87,124,62,1,0.41,0.14,0,3,205
844,814,150717,87,155,77.5,1,0.41,0.14,0,3,205
845,815,150717,87,183,91.5,1,0.41,0.14,0,3,205
846,816,150717,87,216,108,1,0.41,0.14,0,3,205
847,817,150717,87,241,120.5,1,0.41,0.14,0,3,205
848,818,150717,87,270,135,1,0.41,0.14,0,3,205
849,819,150717,87,296,148,1,0.41,0.14,0,3,205
850,820,150717,87,325,162.5,1,0.41,0.14,0,3,205
851,821,150717,87,353,176.5,1,0.41,0.14,0,3,205
852,2290,150717,87,384,192,1,0.41,0.14,0,3,205
853,822,150717,88,6,3,2,0.83,0.24,1,3,238
854,823,150717,88,36,18,2,0.83,0.24,1,3,238
855,824,150717,88,59,29.5,2,0.83,0.24,1,3,238
856,825,150717,88,87,43.5,2,0.83,0.24,1,3,238
857,826,150717,88,122,61,2,0.83,0.24,1,3,238
858,827,150717,88,150,75,2,0.83,0.24,1,3,238
859,828,150717,88,177,88.5,2,0.83,0.24,1,3,238
860,829,150717,88,205,102.5,2,0.83,0.24,1,3,238
861,830,150717,88,236,118,2,0.83,0.24,1,3,238
862,831,150717,88,263,131.5,2,0.83,0.24,1,3,238
863,832,150717,88,293,146.5,2,0.83,0.24,1,3,238
864,833,150717,88,326,163,2,0.83,0.24,1,3,238
865,834,150717,88,360,180,2,0.83,0.24,1,3,238
866,835,150717,88,391,195.5,2,0.83,0.24,1,3,238
867,836,150717,88,423,211.5,2,0.83,0.24,1,3,238
868,2291,150717,88,448,224,2,0.83,0.24,1,3,238
869,837,150717,89,4,2,3,0.55,0.25,0,3,205
870,838,150717,89,29,14.5,3,0.55,0.25,0,3,205
871,839,150717,89,61,30.5,3,0.55,0.25,0,3,205
872,840,150717,89,88,44,3,0.55,0.25,0,3,205
873,841,150717,89,116,58,3,0.55,0.25,0,3,205
874,842,150717,89,151,75.5,3,0.55,0.25,0,3,205
875,843,150717,89,178,89,3,0.55,0.25,0,3,205
876,844,150717,89,208,104,3,0.55,0.25,0,3,205
877,845,150717,89,235,117.5,3,0.55,0.25,0,3,205
878,846,150717,89,264,132,3,0.55,0.25,0,3,205
879,847,150717,89,295,147.5,3,0.55,0.25,0,3,205
880,848,150717,89,322,161,3,0.55,0.25,0,3,205
881,849,150717,89,352,176,3,0.55,0.25,0,3,205
882,850,150717,89,381,190.5,3,0.55,0.25,0,3,205
883,851,150717,90,2,1,4,0.75,0.3,1,3,234
884,852,150717,90,31,15.5,4,0.75,0.3,1,3,234
885,853,150717,90,58,29,4,0.75,0.3,1,3,234
886,854,150717,90,90,45,4,0.75,0.3,1,3,234
887,855,150717,90,122,61,4,0.75,0.3,1,3,234
888,856,150717,90,149,74.5,4,0.75,0.3,1,3,234
889,857,150717,90,179,89.5,4,0.75,0.3,1,3,234
890,858,150717,90,206,103,4,0.75,0.3,1,3,234
891,859,150717,90,237,118.5,4,0.75,0.3,1,3,234
892,860,150717,90,266,133,4,0.75,0.3,1,3,234
893,861,150717,90,292,146,4,0.75,0.3,1,3,234
894,862,150717,90,321,160.5,4,0.75,0.3,1,3,234
895,863,150717,90,349,174.5,4,0.75,0.3,1,3,234
896,864,150717,90,381,190.5,4,0.75,0.3,1,3,234
897,865,150717,90,410,205,4,0.75,0.3,1,3,234
898,2292,150717,90,443,221.5,4,0.75,0.3,1,3,234
899,866,150717,91,9,4.5,3,0.45,0.2,0,3,146
900,867,150717,91,36,18,3,0.45,0.2,0,3,146
901,868,150717,91,64,32,3,0.45,0.2,0,3,146
902,869,150717,91,92,46,3,0.45,0.2,0,3,146
903,870,150717,91,116,58,3,0.45,0.2,0,3,146
904,871,150717,91,147,73.5,3,0.45,0.2,0,3,146
905,872,150717,91,178,89,3,0.45,0.2,0,3,146
906,873,150717,91,206,103,3,0.45,0.2,0,3,146
907,874,150717,91,236,118,3,0.45,0.2,0,3,146
908,875,150717,91,259,129.5,3,0.45,0.2,0,3,146
909,2301,150718,93,4,2,0,0.41,0.08,1,4,198
910,903,150718,93,13,6.5,0,0.41,0.08,1,4,198
911,904,150718,93,42,21,0,0.41,0.08,1,4,198
912,905,150718,93,70,35,0,0.41,0.08,1,4,198
913,906,150718,93,105,52.5,0,0.41,0.08,1,4,198
914,907,150718,93,139,69.5,0,0.41,0.08,1,4,198
915,908,150718,93,171,85.5,0,0.41,0.08,1,4,198
916,909,150718,93,201,100.5,0,0.41,0.08,1,4,198
917,910,150718,93,231,115.5,0,0.41,0.08,1,4,198
918,911,150718,93,262,131,0,0.41,0.08,1,4,198
919,912,150718,93,297,148.5,0,0.41,0.08,1,4,198
920,913,150718,93,323,161.5,0,0.41,0.08,1,4,198
921,914,150718,93,352,176,0,0.41,0.08,1,4,198
922,915,150718,94,32,16,1,0.76,0.17,0,4,235
923,916,150718,94,61,30.5,1,0.76,0.17,0,4,235
